ID,Timestamp,Problem,Lang,Verdict,Time,Memory,Rank:18784
21687859,2016-10-22 20:26:50,725B - Food on the Plane,MS C++,Accepted,30 ms,0 KB
21685312,2016-10-22 19:55:17,725B - Food on the Plane,MS C++,Wrong answer on pretest 7,15 ms,0 KB
21684896,2016-10-22 19:50:28,725B - Food on the Plane,MS C++,Wrong answer on pretest 7,15 ms,0 KB
21680315,2016-10-22 19:13:45,725B - Food on the Plane,MS C++,Time limit exceeded on pretest 7,2000 ms,0 KB
21679301,2016-10-22 19:04:22,725B - Food on the Plane,MS C++,Wrong answer on pretest 4,15 ms,0 KB
21674370,2016-10-22 18:26:58,725A - Jumping Ball,MS C++,Accepted,62 ms,200 KB
19138026,2016-07-15 02:56:22,552B - Vanya and Books,MS C++,Accepted,15 ms,0 KB
19074858,2016-07-13 17:18:38,552B - Vanya and Books,GNU C++11,Wrong answer on test 5,15 ms,0 KB
19074829,2016-07-13 17:17:15,552B - Vanya and Books,GNU C++11,Wrong answer on test 5,15 ms,0 KB
19074755,2016-07-13 17:14:22,552C - Vanya and Scales,GNU C++11,Accepted,15 ms,0 KB
19072538,2016-07-13 15:19:16,552B - Vanya and Books,GNU C++11,Wrong answer on test 5,15 ms,0 KB
19072342,2016-07-13 15:11:56,552B - Vanya and Books,GNU C++11,Wrong answer on test 5,15 ms,0 KB
19071955,2016-07-13 14:54:42,552B - Vanya and Books,GNU C++11,Wrong answer on test 5,0 ms,0 KB
19071340,2016-07-13 14:25:57,552B - Vanya and Books,GNU C++11,Wrong answer on test 3,15 ms,0 KB
19070863,2016-07-13 14:00:01,552A - Vanya and Table,GNU C++11,Accepted,30 ms,0 KB
19070744,2016-07-13 13:52:49,552A - Vanya and Table,GNU C++11,Wrong answer on test 1,0 ms,0 KB
19050388,2016-07-12 15:06:55,554B - Ohana Cleans Up,GNU C++11,Accepted,15 ms,0 KB
19050269,2016-07-12 15:01:16,554B - Ohana Cleans Up,GNU C++11,Wrong answer on test 13,15 ms,500 KB
19049657,2016-07-12 14:35:14,554B - Ohana Cleans Up,GNU C++11,Wrong answer on test 4,15 ms,0 KB
19049282,2016-07-12 14:16:23,554A - Kyoya and Photobooks,GNU C++11,Accepted,15 ms,0 KB
19048987,2016-07-12 14:00:24,556C - Case of Matryoshkas,GNU C++11,Accepted,296 ms,3300 KB
19029740,2016-07-11 15:16:33,556C - Case of Matryoshkas,GNU C++11,Wrong answer on test 6,15 ms,0 KB
19028906,2016-07-11 14:35:47,556B - Case of Fake Numbers,GNU C++11,Accepted,15 ms,0 KB
19028318,2016-07-11 14:06:54,556A - Case of the Zeros and Ones,GNU C++11,Accepted,46 ms,200 KB
18962282,2016-07-08 08:56:09,557B - Pasha and Tea,GNU C++11,Time limit exceeded on test 8,1000 ms,1600 KB
18961958,2016-07-08 08:33:23,557B - Pasha and Tea,GNU C++11,Wrong answer on test 5,15 ms,0 KB
